"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","940","testing3","","Fri Sep 26 12:27:50 BRT 2025","passed","Fri Sep 26 12:27:51 BRT 2025","","TesteSuit","TesteSuit","testing3"
"","738","testing6","","Fri Sep 26 12:27:52 BRT 2025","passed","Fri Sep 26 12:27:53 BRT 2025","","TesteSuit","TesteSuit","testing6"
"","734","testing18","","Fri Sep 26 12:27:54 BRT 2025","passed","Fri Sep 26 12:27:54 BRT 2025","","TesteSuit","TesteSuit","testing18"
"","750","testing299","","Fri Sep 26 12:27:54 BRT 2025","passed","Fri Sep 26 12:27:55 BRT 2025","","TesteSuit","TesteSuit","testing299"
"","731","testing7","","Fri Sep 26 12:27:53 BRT 2025","passed","Fri Sep 26 12:27:54 BRT 2025","","TesteSuit","TesteSuit","testing7"
"","709","testing4","","Fri Sep 26 12:27:51 BRT 2025","passed","Fri Sep 26 12:27:51 BRT 2025","","TesteSuit","",""
"","734","testing4","","Fri Sep 26 12:27:51 BRT 2025","passed","Fri Sep 26 12:27:51 BRT 2025","","TesteSuit","TesteSuit","testing4"
"","1579","testing1","","Fri Sep 26 12:27:47 BRT 2025","passed","Fri Sep 26 12:27:49 BRT 2025","","TesteSuit","",""
"","709","testing18","","Fri Sep 26 12:27:54 BRT 2025","passed","Fri Sep 26 12:27:54 BRT 2025","","TesteSuit","",""
"","707","testing3","","Fri Sep 26 12:27:50 BRT 2025","passed","Fri Sep 26 12:27:50 BRT 2025","","TesteSuit","",""
"","803","testing2","","Fri Sep 26 12:27:49 BRT 2025","passed","Fri Sep 26 12:27:50 BRT 2025","","TesteSuit","",""
"","708","testing299","","Fri Sep 26 12:27:54 BRT 2025","passed","Fri Sep 26 12:27:55 BRT 2025","","TesteSuit","",""
"","709","testing5","","Fri Sep 26 12:27:51 BRT 2025","passed","Fri Sep 26 12:27:52 BRT 2025","","TesteSuit","",""
"","1605","testing1","","Fri Sep 26 12:27:47 BRT 2025","passed","Fri Sep 26 12:27:49 BRT 2025","","TesteSuit","TesteSuit","testing1"
"","734","testing5","","Fri Sep 26 12:27:51 BRT 2025","passed","Fri Sep 26 12:27:52 BRT 2025","","TesteSuit","TesteSuit","testing5"
"","826","testing2","","Fri Sep 26 12:27:49 BRT 2025","passed","Fri Sep 26 12:27:50 BRT 2025","","TesteSuit","TesteSuit","testing2"
"","708","testing7","","Fri Sep 26 12:27:53 BRT 2025","passed","Fri Sep 26 12:27:54 BRT 2025","","TesteSuit","",""
"","712","testing6","","Fri Sep 26 12:27:52 BRT 2025","passed","Fri Sep 26 12:27:53 BRT 2025","","TesteSuit","",""
