"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","707","testing5","","Fri Sep 26 15:18:39 BRT 2025","passed","Fri Sep 26 15:18:40 BRT 2025","","TesteSuit","",""
"","730","testing7","","Fri Sep 26 15:18:41 BRT 2025","passed","Fri Sep 26 15:18:41 BRT 2025","","TesteSuit","TesteSuit","testing7"
"","751","testing299","","Fri Sep 26 15:18:42 BRT 2025","passed","Fri Sep 26 15:18:43 BRT 2025","","TesteSuit","TesteSuit","testing299"
"","747","testing3","","Fri Sep 26 15:18:38 BRT 2025","passed","Fri Sep 26 15:18:38 BRT 2025","","TesteSuit","TesteSuit","testing3"
"","731","testing6","","Fri Sep 26 15:18:40 BRT 2025","passed","Fri Sep 26 15:18:41 BRT 2025","","TesteSuit","TesteSuit","testing6"
"","706","testing6","","Fri Sep 26 15:18:40 BRT 2025","passed","Fri Sep 26 15:18:41 BRT 2025","","TesteSuit","",""
"","724","testing3","","Fri Sep 26 15:18:38 BRT 2025","passed","Fri Sep 26 15:18:38 BRT 2025","","TesteSuit","",""
"","702","testing7","","Fri Sep 26 15:18:41 BRT 2025","passed","Fri Sep 26 15:18:41 BRT 2025","","TesteSuit","",""
"","760","testing18","","Fri Sep 26 15:18:41 BRT 2025","passed","Fri Sep 26 15:18:42 BRT 2025","","TesteSuit","TesteSuit","testing18"
"","711","testing4","","Fri Sep 26 15:18:38 BRT 2025","passed","Fri Sep 26 15:18:39 BRT 2025","","TesteSuit","",""
"","736","testing4","","Fri Sep 26 15:18:38 BRT 2025","passed","Fri Sep 26 15:18:39 BRT 2025","","TesteSuit","TesteSuit","testing4"
"","731","testing18","","Fri Sep 26 15:18:41 BRT 2025","passed","Fri Sep 26 15:18:42 BRT 2025","","TesteSuit","",""
"","880","testing2","","Fri Sep 26 15:18:37 BRT 2025","passed","Fri Sep 26 15:18:38 BRT 2025","","TesteSuit","TesteSuit","testing2"
"","704","testing299","","Fri Sep 26 15:18:42 BRT 2025","passed","Fri Sep 26 15:18:43 BRT 2025","","TesteSuit","",""
"","1552","testing1","","Fri Sep 26 15:18:35 BRT 2025","passed","Fri Sep 26 15:18:37 BRT 2025","","TesteSuit","",""
"","1578","testing1","","Fri Sep 26 15:18:35 BRT 2025","passed","Fri Sep 26 15:18:37 BRT 2025","","TesteSuit","TesteSuit","testing1"
"","733","testing5","","Fri Sep 26 15:18:39 BRT 2025","passed","Fri Sep 26 15:18:40 BRT 2025","","TesteSuit","TesteSuit","testing5"
"","857","testing2","","Fri Sep 26 15:18:37 BRT 2025","passed","Fri Sep 26 15:18:38 BRT 2025","","TesteSuit","",""
